-,-,-
-912, 155, 169
-935, 144, 245
-964, 95, 484
-939, 102, 436
-921, 148, 270
-938, 159, 315
-946, 162, 350
-946, 162, 350
-965, 178, 411
-917, 173, 269
-914, 163, 246
-924, 162, 314
-926, 150, 403
-923, 156, 399
-910, 155, 318
-910, 155, 318
-896, 131, 270
-873, 80, 281
-849, 27, 299
-803, -31, 183
-775, -117, 111
-765, -197, 140
-722, -264, 140
-722, -264, 140
-635, -356, 83
-575, -457, 124
-597, -493, 150
-557, -538, 166
-480, -615, 329
-466, -503, 506
-454, -297, 518
-473, -130, 690
-512, 238, 798
-563, 746, 1025
-701, 1402, 1290
-723, 1692, 1296
-664, 1724, 1214
-664, 1724, 1192
-556, 1702, 1192
-466, 1770, 1229
-347, 1823, 1123
-217, 1749, 983
-140, 1565, 882
-122, 1389, 870
-82, 1255, 769
-76, 1055, 814
-122, 872, 828
-161, 580, 791
-247, 182, 828
-434, -222, 930
-611, -539, 947
-611, -539, 947
-691, -1117, 1076
-771, -1693, 1175
-859, -1870, 1172
-962, -1513, 1105
-1035, -693, 992
-1035, -693, 992
-,-,-
-806, -112, 382
-664, -162, -130
-680, -366, 83
-649, -551, 487
-536, -667, 350
-433, -729, 170
-425, -734, 263
-444, -589, 578
-423, -269, 692
-392, 37, 650
-382, 148, 708
-382, 148, 708
-388, 334, 923
-458, 849, 1070
-454, 1155, 1066
-467, 1378, 1053
-478, 1546, 1017
-456, 1632, 1086
-447, 1785, 1161
-324, 1834, 979
-207, 1737, 880
-148, 1505, 759
-148, 1370, 583
-138, 1271, 540
-105, 1094, 581
-212, 955, 671
-212, 955, 671
-302, 797, 715
-346, 522, 830
-386, 150, 1040
-503, 17, 1101
-581, -97, 1100
-608, -515, 1109
-689, -976, 1074
-785, -1119, 1031
-820, -975, 1013
-858, -683, 984
-898, -409, 962
-902, -245, 979
-917, -56, 946
-917, -56, 946
-,-,-
-733, 56, 145
-733, 56, 145
-828, -89, 359
-835, -183, 583
-735, -279, 413
-632, -373, 270
-615, -350, 504
-541, -295, 623
-401, -307, 380
-357, -341, 331
-366, -344, 429
-402, -165, 588
-402, -165, 588
-389, -70, 549
-445, -24, 567
-570, 185, 821
-628, 511, 987
-538, 655, 957
-459, 763, 920
-464, 966, 998
-497, 1321, 1048
-497, 1702, 1112
-497, 1702, 1112
-434, 1969, 988
-363, 1996, 955
-313, 1990, 937
-214, 1820, 710
-127, 1512, 667
-106, 1301, 645
-102, 1077, 635
-75, 794, 672
-104, 494, 841
-187, 329, 871
-262, 133, 866
-262, 133, 866
-343, -47, 957
-426, -310, 1143
-470, -595, 1047
-582, -788, 1103
-615, -1198, 1235
-693, -1171, 1292
-754, -998, 1271
-786, -792, 1177
-,-,-
-874, 186, 343
-870, 155, 356
-818, 13, 359
-818, 13, 359
-829, -97, 471
-742, -359, 495
-595, -614, 499
-527, -658, 563
-528, -503, 611
-490, -379, 498
-458, -350, 455
-437, -299, 475
-446, -33, 492
-446, -33, 492
-443, 154, 433
-482, 200, 549
-522, 245, 643
-529, 393, 715
-515, 592, 867
-525, 873, 976
-526, 1196, 917
-526, 1196, 917
-558, 1472, 1027
-576, 1755, 1081
-489, 1815, 972
-390, 1832, 971
-284, 1827, 801
-233, 1714, 649
-202, 1401, 579
-142, 1055, 621
-98, 788, 756
-122, 616, 798
-169, 450, 878
-169, 450, 878
-230, 268, 991
-291, 24, 1032
-333, -326, 1143
-390, -528, 1211
-541, -628, 1221
-630, -887, 1186
-655, -1164, 1305
-689, -1135, 1320
-716, -961, 1274
-772, -706, 1214
-837, -449, 1256
-843, -301, 1186
-,-,-
-862, -45, 596
-801, -183, 558
-801, -183, 558
-618, -350, 272
-530, -623, 356
-509, -765, 574
-469, -686, 466
-393, -574, 339
-366, -498, 379
-375, -324, 459
-378, -151, 583
-396, -17, 640
-494, 284, 714
-560, 634, 843
-560, 634, 843
-624, 927, 1084
-666, 1163, 1066
-638, 1209, 900
-615, 1323, 906
-589, 1543, 932
-513, 1602, 837
-378, 1525, 722
-271, 1397, 677
-272, 1387, 634
-258, 1429, 526
-182, 1296, 450
-186, 1084, 533
-226, 943, 626
-226, 943, 626
-215, 750, 721
-209, 558, 739
-230, 314, 791
-354, 80, 981
-448, -129, 1007
-431, -459, 1149
-472, -721, 1324
-546, -871, 1228
-600, -931, 1087
-646, -918, 1134
-682, -820, 1190
-695, -675, 1207
-728, -520, 1173
-767, -411, 1218
-,-,-
-677, 92, 311
-697, 3, 404
-697, 3, 404
-685, -94, 360
-691, -178, 448
-665, -290, 499
-620, -409, 603
-573, -392, 510
-535, -329, 409
-536, -311, 377
-531, -362, 504
-531, -362, 518
-479, -221, 518
-435, -53, 468
-460, -90, 534
-509, -70, 743
-556, 212, 787
-500, 359, 751
