-,-,-
-746, 406, 633
-743, 350, 518
-804, 298, 621
-771, 163, 792
-771, 163, 792
-729, 151, 708
-716, 162, 630
-745, 145, 678
-747, 117, 735
-738, 133, 667
-724, 168, 619
-699, 217, 606
-699, 217, 606
-641, 236, 802
-588, 472, 719
-536, 835, 723
-489, 1186, 1029
-359, 1411, 1076
-255, 1503, 899
-210, 1464, 802
-149, 1311, 667
-140, 1089, 772
-178, 770, 798
-270, 381, 696
-270, 381, 696
-441, -59, 775
-511, -477, 1017
-516, -954, 1202
-496, -1622, 1209
-522, -1988, 1061
-,-,-
-630, 421, 589
-634, 491, 724
-646, 514, 755
-575, 554, 677
-557, 677, 900
-502, 848, 921
-502, 848, 921
-459, 1047, 816
-444, 1178, 724
-388, 1218, 708
-364, 1154, 827
-354, 1093, 700
-361, 990, 785
-386, 829, 903
-381, 590, 866
-412, 289, 843
-412, 289, 843
-445, -81, 946
-374, -543, 970
-399, -956, 911
-568, -1170, 757
-619, -1525, 741
-544, -1888, 737
-515, -1986, 877
-,-,-
-769, 313, 544
-769, 293, 666
-619, 211, 780
-544, 294, 971
-503, 454, 913
-472, 525, 849
-487, 685, 679
-487, 685, 679
-505, 914, 612
-526, 1160, 637
-502, 1294, 614
-489, 1424, 615
-420, 1486, 530
-319, 1405, 553
-294, 1237, 648
-306, 1047, 790
-251, 720, 975
-214, 301, 1074
-242, -299, 1074
-216, -1103, 1095
-186, -1813, 1175
-262, -1998, 1359
-437, -1989, 1377
-586, -1858, 1108
-595, -1886, 795
-,-,-
-769, 168, 664
-769, 168, 664
-725, 236, 566
-629, 306, 597
-562, 430, 753
-455, 734, 683
-455, 1184, 585
-520, 1505, 769
-500, 1683, 977
-350, 1668, 719
-303, 1498, 714
-303, 1498, 714
-276, 1288, 678
-310, 1006, 717
-297, 629, 786
-267, 56, 949
-249, -604, 1171
-296, -1104, 1142
-370, -1498, 965
-404, -1855, 900
-406, -1922, 927
-463, -1644, 822
-565, -1294, 929
-608, -1238, 883
-,-,-
-734, 282, 769
-734, 282, 769
-676, 297, 800
-590, 577, 619
-471, 557, 704
-426, 643, 952
-424, 924, 887
-429, 1302, 585
-425, 1457, 554
-464, 1521, 641
-464, 1521, 641
-440, 1525, 614
-329, 1433, 534
-287, 1149, 607
-299, 800, 750
-260, 336, 896
-217, -299, 970
-143, -1183, 1143
-127, -1885, 1299
-266, -1991, 1206
-489, -1889, 1188
-637, -1860, 1216
-613, -1835, 1036
-539, -1792, 917
-,-,-
-649, 155, 764
-649, 155, 764
-652, 371, 630
-600, 461, 611
-488, 452, 829
-440, 677, 981
-391, 1068, 719
-421, 1422, 754
-484, 1689, 902
-456, 1780, 722
-378, 1595, 592
-378, 1595, 592
-365, 1381, 701
-295, 1139, 787
-202, 750, 810
-185, 76, 804
-79, -705, 921
-25, -1257, 1245
-159, -1296, 1066
-344, -1378, 862
-486, -1400, 911
-547, -1329, 1013
-534, -1251, 1030
-534, -1288, 984
-655, -1130, 802
-693, -1034, 773
-,-,-
-647, 616, 384
-699, 441, 768
-601, 341, 706
-552, 183, 857
-591, 105, 892
-591, 105, 892
-673, 138, 838
-686, 97, 767
-654, -8, 782
-591, 51, 680
-528, 294, 668
-500, 728, 628
-500, 728, 628
-493, 1174, 678
-492, 1648, 639
-454, 1977, 487
-468, 1996, 533
-359, 1851, 485
-146, 1401, 570
-44, 906, 752
-53, 304, 895
-107, -218, 1188
-78, -669, 1282
-78, -669, 1282
-100, -1318, 1341
-219, -1751, 1341
-333, -1762, 1239
